Vernier Format 2
Bandlücke-Ge_Lampenleistung.cmbl 07.09.2016 14:27:13 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

150	43,4610070179	0,262515	0,014652	2273,70803186	0,544924846391
150,5	43,7220328863	0,26862	0,039072	2284,61483691	0,542323362339
151	44,2440846231	0,217338	0,00976801	2306,28597062	0,537227393214
151,5	44,5051104915	0,221001	0,00854701	2317,04984949	0,53473169784
152	45,0271622283	0,235653	0,02442	2338,43311429	0,529841966585
152,5	45,3534445638	0,227106	0,031746	2351,69918263	0,526853098028
153	45,8754963006	0,20757	0,020757	2372,76608377	0,522175366747
153,5	46,136522169	0,211233	0,017094	2383,22577354	0,519883602198
154	46,5280609716	0,201465	0,013431	2398,82249627	0,516503410289
154,5	46,9195997742	0,18315	0,017094	2414,30719765	0,513190699678
155	47,1806256426	0,180708	0,00854701	2424,56774052	0,511018924856
155,5	47,7027308245	0,18315	0,014652	2444,93972421	0,506760959271
156	47,9637566929	0,177045	0,01221	2455,04865684	0,504674315332
156,5	48,5510648968	0,188034	0,032967	2477,60713554	0,500079283042
157	48,8120907652	0,0891331	0,014652	2487,54970493	0,498080499676
157,5	49,0731166336	0,107448	0,01221	2497,44064542	0,496107886396
158	49,5951683704	0,133089	0,029304	2517,06681965	0,492239614112
158,5	49,8561942388	0,163614	0,031746	2526,80164605	0,490343198066
159	50,3782459756	0,102564	0,02442	2546,11376718	0,486623974142
159,5	50,639271844	0,124542	0,019536	2555,69066109	0,484800456826
160	51,1613235808	0,126984	0,034188	2574,68512177	0,481223893952
160,5	51,4223494492	0,119658	0,013431	2584,10229432	0,479470183021
161	52,0096576531	0,120879	0,034188	2605,09454152	0,475606539515
161,5	52,2706835215	0,101343	0,041514	2614,33669848	0,473925183669
162	52,7927352583	0,04884	0,021978	2632,65804067	0,470627016825
162,5	53,0537611267	0,0708181	0,023199	2641,73684563	0,46900962223
163	53,3147869951	0,010989	0,00732601	2650,76082155	0,467412974391
163,5	53,8368387319	0,0757021	0,023199	2668,64353825	0,464280816168
164	54,1631210674	0,0610501	0,035409	2679,70782441	0,462363840085
164,5	54,6851728042	0,040293	0,023199	2697,22977859	0,459360196093
165	54,9461986726	0,034188	0,014652	2705,90687511	0,457887154726
165,5	55,4682504094	0,0598291	0,019536	2723,09240659	0,454997412868
166	55,7292762778	0,0781441	0,021978	2731,60048486	0,453580238716
166,5	56,2513280146	0,042735	0,02442	2748,44638353	0,450800134732
167	56,512353883	0,0830281	0,021978	2756,7838543	0,449436758731
167,5	56,7733797514	0,0695971	0,040293	2765,06410824	0,448090876558
168	57,2954314882	0,02442	0,015873	2781,45227939	0,445450748582
168,5	57,5564573566	0,031746	0,00732601	2789,55985647	0,444156090477
169	58,1437655605	0,0744811	0,02442	2807,58996423	0,441303757238
169,5	58,4047914289	0,0757021	0,032967	2815,50876674	0,440062561565
170	58,9268431657	0,032967	0,026862	2831,17090163	0,437628120326
170,5	59,1878690341	0,039072	0,01221	2838,91390894	0,436434509725
171	59,4488949025	0,040293	0,00854701	2846,59799482	0,435256401591
171,5	59,9709466393	0,0683761	0,017094	2861,78876557	0,432946000385
172	60,2319725077	0,0866911	0,018315	2869,29513516	0,431813369359
172,5	60,7540242445	0,0500611	0,014652	2884,12906381	0,429592425509
173	61,08030658	0,0695971	0,023199	2893,27875682	0,428233884163
173,5	61,6023583168	0,029304	0,032967	2907,72298178	0,426106615989
174	61,8633841852	0,04884	0,031746	2914,85464455	0,425064077317
174,5	62,385435922	0,00610501	0,00854701	2928,93633061	0,423020462088
175	62,6464617904	0,04884	0,021978	2935,88606162	0,422019102238
175,5	63,1685135272	0,0903541	0,032967	2949,60257843	0,420056589678
176	63,4295393956	0,034188	0,02442	2956,36907953	0,419095169334
176,5	63,690565264	0,0683761	0,023199	2963,07422143	0,418146798699
177	64,2126170008	0,034188	0,018315	2976,29987223	0,416288698448
177,5	64,4736428692	0,023199	0,00976801	2982,82010663	0,41537872071
178	65,0609510731	0,041514	0,013431	2997,26407811	0,413376989052
178,5	65,3219769415	0,0622711	0,018315	3003,58262274	0,412507380559
179	65,8440286783	0,042735	0,025641	3016,0325648	0,410804582967
179,5	66,1050545467	0,0500611	0,02442	3022,16370384	0,409971173443
180	66,4313368822	0,025641	0,010989	3029,73940613	0,408946062322
180,5	66,953388619	0,020757	0,021978	3041,65606249	0,407343885879
181	67,2144144874	0,0500611	0,021978	3047,51975817	0,406560120464
181,5	67,7364662242	0,019536	0,035409	3059,05727607	0,405026741308
182	67,9974920926	0,026862	0,02442	3064,73085881	0,404276935587
182,5	68,5195438294	0,0561661	0,030525	3075,88708313	0,402810625526
183	68,7805696978	0,00610501	0,017094	3081,36949315	0,402093939969
